#C'dt(s)', 'V_DC(V)', '', '', '', '', '', '', 'CH1_R', 'CH2_R', 'CH3_R', 'CH5_R', 'CH6_R', 'CH1_P', 'CH2_P', 'CH3_P', 'CH5_P', 'CH6_P', 'CH1_T', 'CH2_T', 'CH3_T', 'CH5_T', 'CH6_T', 'p1', 'p2', 'p3', 'p4', 'p5', 'p6', 'Flow'
#I'TIME[].dt', 'HP34401A.V_DC', 'KT2400.Voltage', 'KT2400.Voltage', '', '', '', '', '', '', 'CH1_R', 'CH2_R', 'CH3_R', 'CH5_R', 'CH6_R', 'CH1_P', 'CH2_P', 'CH3_P', 'CH5_P', 'CH6_P', 'CH1_T', 'CH2_T', 'CH3_T', 'CH5_T', 'CH6_T', 'p1', 'p2', 'p3', 'p4', 'p5', 'p6', 'Flow'
#P'dt', 'V_DC', 'col 1', 'col 2', 'col 3', 'col 4', 'col 5', 'col 6', 'CH1_R', 'CH2_R', 'CH3_R', 'CH5_R', 'CH6_R', 'CH1_P', 'CH2_P', 'CH3_P', 'CH5_P', 'CH6_P', 'CH1_T', 'CH2_T', 'CH3_T', 'CH5_T', 'CH6_T', 'p1', 'p2', 'p3', 'p4', 'p5', 'p6', 'Flow'
#T'1562869078.2531958'
1.136937674680423737e+07 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 2.550000000000000149e-06 1.179999999999999973e-02 6.310000000000000000e+02 6.310000000000000000e+02 8.099999999999999645e+00 7.990000000000000213e+00 nan
1.136942474680423737e+07 nan nan nan nan nan nan nan nan nan 9.871499999999999275e+00 3.435419999999999732e+02 3.291680000000000064e+02 8.618300000000000409e+02 6.011829999999999927e+03 9.871470000000000447e-08 3.435269999999999760e-10 3.291539999999999782e-10 8.618159999999999297e-12 6.003099999999999432e-14 5.380539999999999878e+01 3.573859999999999815e+00 3.838109999999999911e+00 6.278449999999999864e-01 1.037010000000000015e-02 nan nan nan nan nan nan 2.105360000000000009e-01
1.136943674680423737e+07 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 2.550000000000000149e-06 1.179999999999999973e-02 6.300000000000000000e+02 6.310000000000000000e+02 8.099999999999999645e+00 7.969999999999999751e+00 nan
1.136948474680423737e+07 nan nan nan nan nan nan nan nan nan 9.871499999999999275e+00 3.434279999999999973e+02 3.290819999999999936e+02 8.616900000000000546e+02 6.007220000000000255e+03 9.871440000000000149e-08 3.434139999999999889e-10 3.290680000000000159e-10 8.616720000000000063e-12 5.998499999999999633e-14 5.380530000000000257e+01 3.575909999999999922e+00 3.840160000000000018e+00 6.279620000000000202e-01 1.039739999999999935e-02 nan nan nan nan nan nan 2.105360000000000009e-01
1.136949674680423737e+07 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 2.560000000000000054e-06 1.179999999999999973e-02 6.310000000000000000e+02 6.310000000000000000e+02 8.109999999999999432e+00 7.990000000000000213e+00 nan
1.136954474680423737e+07 nan nan nan nan nan nan nan nan nan 9.871100000000000207e+00 3.434909999999999854e+02 3.290889999999999986e+02 8.616200000000000045e+02 6.002649999999999636e+03 9.871100000000000292e-08 3.434770000000000124e-10 3.290750000000000243e-10 8.615990000000000327e-12 5.993940000000000206e-14 5.380440000000000111e+01 3.574770000000000003e+00 3.839989999999999792e+00 6.280210000000000514e-01 1.042449999999999974e-02 nan nan nan nan nan nan 2.105360000000000009e-01
1.136955874680423737e+07 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 2.560000000000000054e-06 1.179999999999999973e-02 6.300000000000000000e+02 6.310000000000000000e+02 8.089999999999999858e+00 7.980000000000000426e+00 nan
1.136960474680423737e+07 nan nan nan nan nan nan nan nan nan 9.871100000000000207e+00 3.434239999999999782e+02 3.291379999999999768e+02 8.618799999999999955e+02 5.993500000000000000e+03 9.871050000000000236e-08 3.434089999999999977e-10 3.291239999999999793e-10 8.618640000000000119e-12 5.984799999999999904e-14 5.380420000000000158e+01 3.575990000000000002e+00 3.838820000000000121e+00 6.278049999999999464e-01 1.047870000000000051e-02 nan nan nan nan nan nan 2.105360000000000009e-01
1.136962074680423737e+07 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 2.560000000000000054e-06 1.179999999999999973e-02 6.300000000000000000e+02 6.310000000000000000e+02 8.089999999999999858e+00 7.980000000000000426e+00 nan
1.136966474680423737e+07 nan nan nan nan nan nan nan nan nan 9.871399999999999508e+00 3.434859999999999900e+02 3.290749999999999886e+02 8.616699999999999591e+02 5.995390000000000327e+03 9.871379999999999551e-08 3.434720000000000212e-10 3.290599999999999990e-10 8.616480000000000460e-12 5.986690000000000414e-14 5.380510000000000304e+01 3.574870000000000214e+00 3.840349999999999930e+00 6.279810000000000114e-01 1.046749999999999937e-02 nan nan nan nan nan nan 2.105360000000000009e-01
1.136968274680423737e+07 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 2.569999999999999958e-06 1.179999999999999973e-02 6.310000000000000000e+02 6.310000000000000000e+02 8.130000000000000782e+00 7.969999999999999751e+00 nan
1.136972474680423737e+07 nan nan nan nan nan nan nan nan nan 9.872199999999999420e+00 3.436370000000000005e+02 3.291139999999999759e+02 8.616599999999999682e+02 6.005300000000000182e+03 9.872119999999999861e-08 3.436220000000000155e-10 3.290999999999999802e-10 8.616379999999999279e-12 5.996590000000000200e-14 5.380709999999999837e+01 3.572150000000000158e+00 3.839399999999999924e+00 6.279900000000000482e-01 1.040869999999999990e-02 nan nan nan nan nan nan 2.105360000000000009e-01
1.136974474680423737e+07 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 2.569999999999999958e-06 1.179999999999999973e-02 6.310000000000000000e+02 6.310000000000000000e+02 8.099999999999999645e+00 7.969999999999999751e+00 nan
1.136978474680423737e+07 nan nan nan nan nan nan nan nan nan 9.872899999999999565e+00 3.434449999999999932e+02 3.290930000000000177e+02 8.614700000000000273e+02 6.009369999999999891e+03 9.872829999999999872e-08 3.434300000000000228e-10 3.290790000000000069e-10 8.614540000000000167e-12 6.000650000000000033e-14 5.380899999999999750e+01 3.575610000000000177e+00 3.839910000000000156e+00 6.281400000000000317e-01 1.038470000000000018e-02 nan nan nan nan nan nan 2.105360000000000009e-01
1.136980474680423737e+07 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 2.569999999999999958e-06 1.179999999999999973e-02 6.300000000000000000e+02 6.310000000000000000e+02 8.130000000000000782e+00 7.990000000000000213e+00 nan
1.136984474680423737e+07 nan nan nan nan nan nan nan nan nan 9.873400000000000176e+00 3.436109999999999900e+02 3.291170000000000186e+02 8.615499999999999545e+02 6.016449999999999818e+03 9.873339999999999656e-08 3.435959999999999992e-10 3.291019999999999974e-10 8.615319999999999685e-12 6.007719999999999416e-14 5.381040000000000134e+01 3.572630000000000194e+00 3.839339999999999975e+00 6.280759999999999676e-01 1.034279999999999922e-02 nan nan nan nan nan nan 2.090160000000000073e-01
1.136986474680423737e+07 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 2.579999999999999862e-06 1.190000000000000085e-02 6.300000000000000000e+02 6.310000000000000000e+02 8.109999999999999432e+00 7.980000000000000426e+00 nan
1.136990474680423737e+07 nan nan nan nan nan nan nan nan nan 9.874000000000000554e+00 3.435299999999999727e+02 3.290720000000000027e+02 8.617400000000000091e+02 6.016180000000000291e+03 9.873970000000000635e-08 3.435159999999999850e-10 3.290579999999999818e-10 8.617230000000000431e-12 6.007450000000000065e-14 5.381199999999999761e+01 3.574069999999999858e+00 3.840409999999999879e+00 6.279209999999999514e-01 1.034430000000000072e-02 nan nan nan nan nan nan 2.105360000000000009e-01
1.136992474680423737e+07 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 2.579999999999999862e-06 1.179999999999999973e-02 6.300000000000000000e+02 6.310000000000000000e+02 8.099999999999999645e+00 7.969999999999999751e+00 nan
1.136996474680423737e+07 nan nan nan nan nan nan nan nan nan 9.874800000000000466e+00 3.435720000000000027e+02 3.291220000000000141e+02 8.617599999999999909e+02 6.007680000000000291e+03 9.874800000000000517e-08 3.435579999999999835e-10 3.291079999999999972e-10 8.617400000000000015e-12 5.998960000000000118e-14 5.381430000000000291e+01 3.573319999999999830e+00 3.839189999999999880e+00 6.279059999999999642e-01 1.039460000000000037e-02 nan nan nan nan nan nan 2.105360000000000009e-01
1.136998674680423737e+07 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 2.579999999999999862e-06 1.179999999999999973e-02 6.300000000000000000e+02 6.310000000000000000e+02 8.089999999999999858e+00 7.980000000000000426e+00 nan
1.137002474680423737e+07 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 2.105360000000000009e-01
1.137002574680423737e+07 nan nan nan nan nan nan nan nan nan 9.874599999999999156e+00 3.436070000000000277e+02 3.291320000000000050e+02 8.619600000000000364e+02 5.999590000000000146e+03 9.874569999999999992e-08 3.435930000000000252e-10 3.291179999999999796e-10 8.619460000000000110e-12 5.990879999999999561e-14 5.381360000000000099e+01 3.572690000000000143e+00 3.838970000000000216e+00 6.277390000000000470e-01 1.044259999999999980e-02 nan nan nan nan nan nan nan
1.137004674680423737e+07 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 2.579999999999999862e-06 1.179999999999999973e-02 6.310000000000000000e+02 6.310000000000000000e+02 8.119999999999999218e+00 7.980000000000000426e+00 nan
1.137008474680423737e+07 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 2.105360000000000009e-01
1.137008574680423737e+07 nan nan nan nan nan nan nan nan nan 9.875099999999999767e+00 3.435480000000000018e+02 3.291569999999999823e+02 8.618799999999999955e+02 6.008439999999999600e+03 9.875070000000000559e-08 3.435329999999999758e-10 3.291419999999999786e-10 8.618660000000000355e-12 5.999719999999999602e-14 5.381499999999999773e+01 3.573760000000000048e+00 3.838369999999999838e+00 6.278040000000000287e-01 1.039020000000000048e-02 nan nan nan nan nan nan nan
1.137010674680423737e+07 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 2.590000000000000190e-06 1.179999999999999973e-02 6.310000000000000000e+02 6.310000000000000000e+02 8.099999999999999645e+00 7.950000000000000178e+00 nan
1.137014474680423737e+07 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 2.105360000000000009e-01
1.137014574680423737e+07 nan nan nan nan nan nan nan nan nan 9.874299999999999855e+00 3.435240000000000009e+02 3.291220000000000141e+02 8.616499999999999773e+02 6.005670000000000073e+03 9.874299999999999951e-08 3.435089999999999767e-10 3.291079999999999972e-10 8.616309999999999260e-12 5.996960000000000480e-14 5.381289999999999907e+01 3.574190000000000200e+00 3.839199999999999946e+00 6.279949999999999699e-01 1.040650000000000082e-02 nan nan nan nan nan nan nan
1.137016674680423737e+07 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 2.579999999999999862e-06 1.179999999999999973e-02 6.310000000000000000e+02 6.310000000000000000e+02 8.109999999999999432e+00 7.969999999999999751e+00 nan
1.137020474680423737e+07 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 2.105360000000000009e-01
1.137020574680423737e+07 nan nan nan nan nan nan nan nan nan 9.873699999999999477e+00 3.435120000000000005e+02 3.291139999999999759e+02 8.618899999999999864e+02 6.011289999999999964e+03 9.873639999999999996e-08 3.434979999999999857e-10 3.290999999999999802e-10 8.618719999999999448e-12 6.002559999999999467e-14 5.381119999999999948e+01 3.574399999999999800e+00 3.839389999999999858e+00 6.277989999999999959e-01 1.037330000000000023e-02 nan nan nan nan nan nan nan
1.137022874680423737e+07 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 2.569999999999999958e-06 1.179999999999999973e-02 6.310000000000000000e+02 6.310000000000000000e+02 8.099999999999999645e+00 7.969999999999999751e+00 nan
1.137026474680423737e+07 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 2.105360000000000009e-01
1.137026574680423737e+07 nan nan nan nan nan nan nan nan nan 9.874499999999999389e+00 3.437760000000000105e+02 3.291639999999999873e+02 8.622699999999999818e+02 6.011090000000000146e+03 9.874419999999999822e-08 3.437610000000000188e-10 3.291499999999999956e-10 8.622509999999999779e-12 6.002369999999999596e-14 5.381329999999999814e+01 3.569650000000000212e+00 3.838200000000000056e+00 6.274899999999999922e-01 1.037450000000000004e-02 nan nan nan nan nan nan nan
1.137028874680423737e+07 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 2.579999999999999862e-06 1.190000000000000085e-02 6.310000000000000000e+02 6.310000000000000000e+02 8.109999999999999432e+00 7.969999999999999751e+00 nan
1.137032474680423737e+07 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 2.105360000000000009e-01
1.137032574680423737e+07 nan nan nan nan nan nan nan nan nan 9.875899999999999679e+00 3.435830000000000268e+02 3.292429999999999950e+02 8.609800000000000182e+02 6.010250000000000000e+03 9.875850000000000385e-08 3.435680000000000175e-10 3.292290000000000012e-10 8.609599999999999988e-12 6.001529999999999369e-14 5.381700000000000017e+01 3.573129999999999917e+00 3.836300000000000043e+00 6.285420000000000451e-01 1.037940000000000043e-02 nan nan nan nan nan nan nan
1.137035074680423737e+07 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 2.590000000000000190e-06 1.190000000000000085e-02 6.300000000000000000e+02 6.310000000000000000e+02 8.099999999999999645e+00 7.959999999999999964e+00 nan
1.137038474680423737e+07 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 2.105360000000000009e-01
1.137038574680423737e+07 nan nan nan nan nan nan nan nan nan 9.877399999999999736e+00 3.436929999999999836e+02 3.291480000000000246e+02 8.615900000000000318e+02 6.013670000000000073e+03 9.877370000000000520e-08 3.436779999999999789e-10 3.291340000000000134e-10 8.615730000000000488e-12 6.004940000000000109e-14 5.382110000000000127e+01 3.571149999999999824e+00 3.838579999999999881e+00 6.280430000000000179e-01 1.035920000000000070e-02 nan nan nan nan nan nan nan
1.137041274680423737e+07 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 2.590000000000000190e-06 1.179999999999999973e-02 6.300000000000000000e+02 6.310000000000000000e+02 8.130000000000000782e+00 7.969999999999999751e+00 nan
1.137044474680423737e+07 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 2.105360000000000009e-01
1.137044574680423737e+07 nan nan nan nan nan nan nan nan nan 9.877000000000000668e+00 3.435620000000000118e+02 3.291770000000000209e+02 8.613600000000000136e+02 6.011329999999999927e+03 9.876939999999999768e-08 3.435469999999999925e-10 3.291630000000000037e-10 8.613419999999999865e-12 6.002599999999999838e-14 5.381989999999999696e+01 3.573500000000000121e+00 3.837889999999999802e+00 6.282309999999999839e-01 1.037309999999999968e-02 nan nan nan nan nan nan nan
1.137047474680423737e+07 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 2.579999999999999862e-06 1.179999999999999973e-02 6.300000000000000000e+02 6.300000000000000000e+02 8.089999999999999858e+00 7.950000000000000178e+00 nan
1.137050474680423737e+07 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 2.105360000000000009e-01
1.137050574680423737e+07 nan nan nan nan nan nan nan nan nan 9.876699999999999591e+00 3.435620000000000118e+02 3.291739999999999782e+02 8.613999999999999773e+02 6.010680000000000291e+03 9.876630000000000210e-08 3.435469999999999925e-10 3.291599999999999780e-10 8.613799999999999506e-12 6.001960000000000206e-14 5.381909999999999883e+01 3.573519999999999808e+00 3.837950000000000195e+00 6.281999999999999806e-01 1.037689999999999967e-02 nan nan nan nan nan nan nan
1.137053474680423737e+07 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 2.579999999999999862e-06 1.190000000000000085e-02 6.300000000000000000e+02 6.310000000000000000e+02 8.099999999999999645e+00 7.959999999999999964e+00 nan
1.137056474680423737e+07 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 2.090160000000000073e-01
1.137056574680423737e+07 nan nan nan nan nan nan nan nan nan 9.876400000000000290e+00 3.436850000000000023e+02 3.291960000000000264e+02 8.613600000000000136e+02 6.016090000000000146e+03 9.876320000000000653e-08 3.436700000000000137e-10 3.291820000000000116e-10 8.613449999999999411e-12 6.007359999999999860e-14 5.381830000000000069e+01 3.571289999999999853e+00 3.837419999999999831e+00 6.282280000000000086e-01 1.034490000000000062e-02 nan nan nan nan nan nan nan
1.137059674680423737e+07 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 2.590000000000000190e-06 1.179999999999999973e-02 6.310000000000000000e+02 6.310000000000000000e+02 8.109999999999999432e+00 7.990000000000000213e+00 nan
1.137062474680423737e+07 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 2.105360000000000009e-01
1.137062574680423737e+07 nan nan nan nan nan nan nan nan nan 9.876699999999999591e+00 3.435760000000000218e+02 3.291630000000000109e+02 8.616000000000000227e+02 6.010109999999999673e+03 9.876649999999999968e-08 3.435610000000000092e-10 3.291479999999999784e-10 8.615850000000000290e-12 6.001390000000000593e-14 5.381920000000000215e+01 3.573249999999999815e+00 3.838229999999999809e+00 6.280320000000000347e-01 1.038019999999999915e-02 nan nan nan nan nan nan nan
1.137065674680423737e+07 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 2.590000000000000190e-06 1.179999999999999973e-02 6.300000000000000000e+02 6.300000000000000000e+02 8.099999999999999645e+00 7.990000000000000213e+00 nan
1.137068474680423737e+07 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 2.105360000000000009e-01
1.137068574680423737e+07 nan nan nan nan nan nan nan nan nan 9.876300000000000523e+00 3.436909999999999741e+02 3.292029999999999745e+02 8.616699999999999591e+02 6.015720000000000255e+03 9.876270000000000596e-08 3.436770000000000220e-10 3.291890000000000199e-10 8.616530000000000242e-12 6.006989999999999580e-14 5.381819999999999737e+01 3.571169999999999956e+00 3.837250000000000050e+00 6.279780000000000362e-01 1.034709999999999970e-02 nan nan nan nan nan nan nan
1.137071674680423737e+07 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 2.590000000000000190e-06 1.179999999999999973e-02 6.310000000000000000e+02 6.310000000000000000e+02 8.099999999999999645e+00 7.959999999999999964e+00 nan
1.137074474680423737e+07 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 2.105360000000000009e-01
1.137074574680423737e+07 nan nan nan nan nan nan nan nan nan 9.876599999999999824e+00 3.435649999999999977e+02 3.291890000000000214e+02 8.613400000000000318e+02 6.015210000000000036e+03 9.876589999999999371e-08 3.435500000000000182e-10 3.291750000000000032e-10 8.613259999999999591e-12 6.006480000000000524e-14 5.381900000000000261e+01 3.573449999999999793e+00 3.837590000000000057e+00 6.282440000000000246e-01 1.035009999999999923e-02 nan nan nan nan nan nan nan
1.137077674680423737e+07 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 2.590000000000000190e-06 1.179999999999999973e-02 6.310000000000000000e+02 6.310000000000000000e+02 8.080000000000000071e+00 7.959999999999999964e+00 nan
1.137080474680423737e+07 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 2.105360000000000009e-01
1.137080674680423737e+07 nan nan nan nan nan nan nan nan nan 9.876799999999999358e+00 3.436240000000000236e+02 3.292289999999999850e+02 8.612699999999999818e+02 5.998800000000000182e+03 9.876760000000000622e-08 3.436090000000000074e-10 3.292149999999999845e-10 8.612480000000000073e-12 5.990090000000000429e-14 5.381949999999999790e+01 3.572379999999999889e+00 3.836640000000000050e+00 6.283079999999999776e-01 1.044729999999999964e-02 nan nan nan nan nan nan nan
1.137083874680423737e+07 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 2.590000000000000190e-06 1.179999999999999973e-02 6.310000000000000000e+02 6.310000000000000000e+02 8.089999999999999858e+00 7.959999999999999964e+00 nan
1.137086474680423737e+07 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 2.105360000000000009e-01
1.137086674680423737e+07 nan nan nan nan nan nan nan nan nan 9.877599999999999270e+00 3.435950000000000273e+02 3.291580000000000155e+02 8.621799999999999500e+02 6.012270000000000437e+03 9.877510000000000149e-08 3.435800000000000171e-10 3.291439999999999958e-10 8.621640000000000005e-12 6.003550000000000455e-14 5.382150000000000034e+01 3.572919999999999874e+00 3.838350000000000151e+00 6.275610000000000355e-01 1.036749999999999998e-02 nan nan nan nan nan nan nan
1.137090074680423737e+07 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 2.590000000000000190e-06 1.190000000000000085e-02 6.310000000000000000e+02 6.310000000000000000e+02 8.099999999999999645e+00 7.959999999999999964e+00 nan
1.137092474680423737e+07 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 2.090160000000000073e-01
1.137092674680423737e+07 nan nan nan nan nan nan nan nan nan 9.877100000000000435e+00 3.436150000000000091e+02 3.292010000000000218e+02 8.619900000000000091e+02 6.009279999999999745e+03 9.877050000000000422e-08 3.435999999999999819e-10 3.291870000000000028e-10 8.619760000000000421e-12 6.000559999999999828e-14 5.382030000000000314e+01 3.572550000000000114e+00 3.837299999999999933e+00 6.277139999999999942e-01 1.038520000000000068e-02 nan nan nan nan nan nan nan
1.137096074680423737e+07 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 2.590000000000000190e-06 1.179999999999999973e-02 6.300000000000000000e+02 6.300000000000000000e+02 8.089999999999999858e+00 7.929999999999999716e+00 nan
1.137098474680423737e+07 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 2.105360000000000009e-01
1.137098674680423737e+07 nan nan nan nan nan nan nan nan nan 9.876799999999999358e+00 3.436399999999999864e+02 3.292459999999999809e+02 8.614400000000000546e+02 6.012380000000000109e+03 9.876750000000000082e-08 3.436249999999999895e-10 3.292319999999999752e-10 8.614260000000000091e-12 6.003650000000000121e-14 5.381940000000000168e+01 3.572109999999999896e+00 3.836230000000000029e+00 6.281630000000000269e-01 1.036690000000000007e-02 nan nan nan nan nan nan nan
1.137102274680423737e+07 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 2.600000000000000094e-06 1.190000000000000085e-02 6.320000000000000000e+02 6.310000000000000000e+02 8.070000000000000284e+00 7.959999999999999964e+00 nan
1.137104574680423737e+07 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 2.105360000000000009e-01
1.137104674680423737e+07 nan nan nan nan nan nan nan nan nan 9.877900000000000347e+00 3.437069999999999936e+02 3.291600000000000250e+02 8.617400000000000091e+02 6.020470000000000255e+03 9.877900000000000062e-08 3.436919999999999956e-10 3.291460000000000130e-10 8.617219999999999505e-12 6.011740000000000140e-14 5.382249999999999801e+01 3.570889999999999898e+00 3.838299999999999823e+00 6.279209999999999514e-01 1.031900000000000005e-02 nan nan nan nan nan nan nan
1.137108474680423737e+07 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 2.600000000000000094e-06 1.179999999999999973e-02 6.300000000000000000e+02 6.300000000000000000e+02 8.140000000000000568e+00 7.969999999999999751e+00 nan
1.137110574680423737e+07 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 2.105360000000000009e-01
1.137110674680423737e+07 nan nan nan nan nan nan nan nan nan 9.879099999999999326e+00 3.436349999999999909e+02 3.292379999999999995e+02 8.619299999999999500e+02 6.025239999999999782e+03 9.879089999999999559e-08 3.436199999999999983e-10 3.292230000000000014e-10 8.619110000000000015e-12 6.016489999999999438e-14 5.382569999999999766e+01 3.572189999999999976e+00 3.836430000000000007e+00 6.277669999999999639e-01 1.029079999999999925e-02 nan nan nan nan nan nan nan
1.137114674680423737e+07 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 2.590000000000000190e-06 1.190000000000000085e-02 6.300000000000000000e+02 6.310000000000000000e+02 8.089999999999999858e+00 7.969999999999999751e+00 nan
1.137116574680423737e+07 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 2.105360000000000009e-01
1.137116674680423737e+07 nan nan nan nan nan nan nan nan nan 9.879300000000000637e+00 3.437180000000000177e+02 3.292289999999999850e+02 8.614299999999999500e+02 6.016739999999999782e+03 9.879219999999999971e-08 3.437029999999999866e-10 3.292149999999999845e-10 8.614070000000000271e-12 6.008010000000000216e-14 5.382600000000000051e+01 3.570699999999999985e+00 3.836629999999999985e+00 6.281780000000000141e-01 1.034099999999999950e-02 nan nan nan nan nan nan nan
1.137120674680423737e+07 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 2.590000000000000190e-06 1.179999999999999973e-02 6.300000000000000000e+02 6.300000000000000000e+02 8.089999999999999858e+00 7.959999999999999964e+00 nan
1.137122574680423737e+07 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 2.105360000000000009e-01
1.137122674680423737e+07 nan nan nan nan nan nan nan nan nan 9.879500000000000171e+00 3.436039999999999850e+02 3.292309999999999945e+02 8.615499999999999545e+02 6.023560000000000400e+03 9.879500000000000553e-08 3.435889999999999909e-10 3.292170000000000016e-10 8.615319999999999685e-12 6.014819999999999709e-14 5.382679999999999865e+01 3.572750000000000092e+00 3.836580000000000101e+00 6.280759999999999676e-01 1.030080000000000058e-02 nan nan nan nan nan nan nan
1.137126874680423737e+07 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 2.579999999999999862e-06 1.190000000000000085e-02 6.300000000000000000e+02 6.300000000000000000e+02 8.099999999999999645e+00 7.950000000000000178e+00 nan
1.137128574680423737e+07 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 2.105360000000000009e-01
